(1.095882647119999, 1.3778796086684546)
(1.095860447856611, 1.377851697000695)
(1.073223639465209, 1.3493898933853012)
(0.7123755236029591, 0.895686878760796)
(0.3599998831820209, 0.45263651127529575)
(-0.03935277265102236, -0.049479187505075906)
(-0.3116744894947954, -0.3918758315460436)
(-0.4309590117292354, -0.5418551301949768)
(-0.43604736150427637, -0.5482528347441153)
(-0.3222523277013419, -0.4051756019246492)
(-0.19134480054848305, -0.2405824196535687)
(-0.039554837116737185, -0.049733248017555624)
(0.05226213285683785, 0.0657104365674597)
(0.10589941824234173, 0.1331498854822153)
(0.10657358404529702, 0.13399753036024573)
(0.10471994126313505, 0.13166690070933498)
(0.07135727037624118, 0.08971921221679686)
(0.056763665364575916, 0.07137032165321311)
(0.053468960430856964, 0.06722780990099117)
(0.048259872862051495, 0.060678298819957094)
(0.03796495575578313, 0.04773425194510412)
(0.03259946594578854, 0.04098809256468242)
(0.031657828000193546, 0.039804148528892136)
(0.0237797829499324, 0.029898893016859503)
(0.03540368267985924, 0.04451390170703649)
(0.048595582354234404, 0.06110039443843495)
(0.05710204719099004, 0.07179577726179066)
(0.04945124934381685, 0.06217624512359256)
(0.053173834882686496, 0.0668567414513813)
(0.04367008388811385, 0.05490744675664534)
(0.04527577496133889, 0.05692632076056547)
(0.06390452606174912, 0.08034869754851058)
(0.08509195284673365, 0.1069881588119111)
(0.08520399448313108, 0.10712903145600267)
(0.09921525300794397, 0.12474572377598583)
(0.1122700082887925, 0.14115978156302217)
(0.1682343221749292, 0.2115250593776501)
(-2.4367602910890285, -3.0637973191092307)
(-2.5180748013324084, -3.1660360084868415)
(-2.527095744841528, -3.1773782577183916)
(-2.1196931773146557, -2.665141211361563)
(-1.7623496783015387, -2.2158446357890016)
(-1.3485583868457764, -1.695574893184848)
(-0.9325376486302747, -1.17250201355053)
(-0.5750304294150362, -0.7229995886303)
(-0.1429616093732083, -0.17974906975253802)
(0.19288076303772184, 0.24251362223184075)
(0.36640327325505356, 0.46068764761837855)
(0.39871991784599825, 0.5013201420916418)
(0.34301527411048033, 0.4312813538025646)
(0.23460977868959237, 0.29498051721153945)
(0.11523788910134515, 0.1448913694874424)
(-0.011508269375445735, -0.014469623864528616)
(-0.07846756910112897, -0.09865916180931142)
(-0.1128818154377597, -0.14192902140564118)
(-0.10223736224217998, -0.1285454943992052)
(-0.08310208195351232, -0.1044862462806213)
(-0.062026952075746745, -0.07798797861945563)
(-0.054505977187941694, -0.06853167601036855)
(-0.044741760874859156, -0.056254892006368254)
(-0.046711040590813824, -0.058730914755254084)
(-0.046636029086897186, -0.058636600987321076)
(-0.028858965487136682, -0.03628507137739006)
(-0.029871021835849592, -0.0375575541650131)
(-0.04179247094278025, -0.05254667884308626)
(-0.04846886197788112, -0.060941065861566925)
(-0.05490947973866234, -0.06903900947179785)
(-0.06352428366052802, -0.07987060963246356)
(-0.04762343551348431, -0.05987809083501422)
(-0.04273004417884831, -0.05372551222183034)
(-0.052170050081360164, -0.06559465867922164)
(-0.06230756661391782, -0.07834080202719729)
(-0.06955754904982572, -0.08745637930903019)
(-0.08499762464566764, -0.10686955769607737)
(-0.07777885344326159, -0.09779322304876982)
(-0.0645124846705534, -0.08111309852902371)
(-0.0675344601799221, -0.08491270101675125)
(-0.08093011490872871, -0.10175537987848222)
(-0.09064734961225158, -0.11397309277485544)
(-0.11716490343867385, -0.14731425095928144)
(-0.16290200463157697, -0.204820608285885)
(0.26376251184103644, 0.33163494973850066)
(0.309651505445388, 0.3893322850470955)
(0.339149805666389, 0.42642120736164596)
(0.2581262969110216, 0.3245484011536231)
(0.15699955910619667, 0.1973993215704952)
(0.0827973683327139, 0.10410312251669905)
(0.012682965772737963, 0.01594659789679288)
(-0.03496314997706291, -0.04396000934481151)
(-0.05723734031492402, -0.07196588456037012)
(-0.0665763836855777, -0.08370808839826423)
(-0.06385937647023922, -0.08029192988123826)
(-0.04581512831144006, -0.05760446269932549)
(-0.033534767179780746, -0.04216406930057392)
(-0.03490046236187008, -0.04388119069856572)
(-0.04442946434791609, -0.05586223407217823)
(-0.052100309167684544, -0.06550697175115859)
(-0.053075874216378764, -0.06673357314963682)
(-0.045869694033815085, -0.05767306949439648)
(-0.03362494761310158, -0.042277455328266045)
(-0.038534491478594626, -0.04845034290697175)
(-0.049069649441949664, -0.061696450389334745)
(-0.05975907765651651, -0.07513652556881162)
(-0.0658711456869289, -0.08282137570128882)
(-0.059970741241643026, -0.07540265528499057)
(-0.04745508268290065, -0.0596664167721641)
(-0.04253306972700352, -0.0534778515062064)
(-0.05277657708998997, -0.06635725967440481)
(-0.0657811309221414, -0.08270819797262806)
(-0.08003660818193344, -0.10063195238166514)
(-0.08963725725240711, -0.11270307935767146)
(-0.08520280097590271, -0.10712753083066007)
(-0.09467358450055084, -0.11903537473257822)
(-0.1404467983681983, -0.17658713739366305)
(-0.23752816008694896, -0.29864986833075163)
(2.3297214794264804, 2.929214846876893)
(2.4353119341394387, 3.06197626508291)
(2.4536894372850937, 3.0850827417747215)
(2.075041751068395, 2.608999899256319)
(1.6899158688640419, 2.124771865119265)
(1.2824383525567724, 1.6124405838582931)
(0.8762154773745282, 1.1016867930584695)
(0.5178939934201147, 0.6511605734982608)
(0.08832612661516126, 0.11105456327421193)
(-0.20725923499344684, -0.2605920208301492)
(-0.35986105290536163, -0.45246195662952476)
(-0.3875047922087324, -0.4872190948993585)
(-0.34412565578449195, -0.43267746338645163)
(-0.2172069074820281, -0.2730994686958032)
(-0.09604985068919196, -0.1207657873113448)
(0.02535010260962921, 0.03187329369185304)
(0.0847588720400326, 0.10656936830291058)
(0.09355120434796299, 0.11762417917300874)
(0.09867958466771644, 0.12407221508876601)
(0.07689413119644073, 0.09668084048989505)
(0.0651925054916304, 0.08196810506215424)
(0.06228779839452406, 0.07831594696951942)
(0.05870345361454197, 0.07380926407262915)
(0.03708712665589519, 0.04663053630565123)
(0.03489297976946698, 0.04387178265517777)
(0.022532103385260585, 0.02833015549297262)
(0.02373634472895884, 0.02984427709692173)
(0.03867579848205917, 0.04862801160092134)
(0.050489169168273264, 0.0634812466812955)
(0.04095359251863321, 0.05149193682502275)
(0.04295443908588246, 0.054007649335237475)
(0.03776700431158104, 0.04748536283349227)
(0.03704268341360174, 0.04657465674823676)
(0.05072567440904727, 0.06377861040857245)
(0.07075424792085654, 0.08896101758069484)
(0.06633006883825168, 0.08339839081674424)
(0.06345086029671256, 0.0797782926712752)
(0.06316178342376537, 0.07941482936649678)
(0.054610934045383565, 0.06866364079148735)
(0.065143266063737, 0.08190619514523464)
(0.09050826248371016, 0.11379821518303562)
(0.10523311142350661, 0.13231212189393107)
(0.1270868375950066, 0.15978933740078158)
(0.17423646175389954, 0.21907169382430314)
(-0.27302072250077675, -0.3432755206649023)
(-0.3168500538836417, -0.3983831931266682)
(-0.35079767790867933, -0.4410663572681666)
(-0.28257094256057447, -0.35528324203294653)
(-0.20565565219412757, -0.25857579760971566)
(-0.0890079866261863, -0.1119118822650974)
(-0.010015497010871635, -0.01259272526873835)
(0.042676099341370136, 0.05365768608027271)
(0.07598505912896189, 0.09553784231588344)
(0.08076084443800108, 0.10154255204460944)
(0.07950105400388902, 0.09995858723330378)
(0.07005232893376438, 0.08807847795677323)
(0.053656774551067085, 0.06746395311134094)
(0.04137027009997886, 0.05201583556932195)
(0.0496388495189627, 0.06241211933566755)
(0.052687296173624706, 0.06624500463101471)
(0.05026307245690888, 0.06319696984837485)
(0.0499010091466613, 0.06274173894062372)
(0.04374457921989014, 0.05500111152893214)
(0.03867203600641722, 0.04862328094980758)
(0.051262675101418846, 0.06445379429418663)
(0.06181052278262154, 0.07771585686399261)
(0.06281148603018549, 0.07897439202874726)
(0.06018784009656168, 0.07567561889659974)
(0.05864742596397054, 0.07373881916007682)
(0.05036135133445086, 0.06332053824475725)
(0.06181084249402841, 0.07771625884483367)
(0.07508138940267806, 0.09440163663538492)
(0.07916547203145609, 0.09953665194847447)
(0.08241792697003672, 0.10362604176567863)
(0.09022729393291545, 0.11344494666670811)
(0.09625706832088242, 0.12102632702334151)
(0.15277848156271115, 0.19209205925635786)
(-2.2830438688680332, -2.8705259645053403)
(-2.358551648400498, -2.96546371170577)
(-2.314436539455893, -2.909996724242556)
(-1.9718480097745326, -2.4792519264741095)
(-1.5607206046378972, -1.9623315522065952)
(-1.2116068351927305, -1.5233824135483185)
(-0.7683412944254906, -0.9660539884165932)
(-0.3554233613952283, -0.4468823403654629)
(-0.0020448894782944737, -0.002571088721522663)
(0.296172172576102, 0.37238439564684495)
(0.394223716785569, 0.4956669603628133)
(0.39203905664368216, 0.492920134624412)
(0.3054851106040127, 0.38409377660946364)
(0.20040569658739393, 0.25197490216170076)
