(1684416713.3436103, 0.0)
(1684416713.6739068, 0.0)
(1684416714.0034394, 0.1670794039964676)
(1684416714.3336902, -0.10216320306062698)
(1684416714.66379, 0.08620020002126694)
(1684416714.9941747, 0.05533840134739876)
(1684416715.3235822, -0.03618279844522476)
(1684416715.6536722, 0.0840718001127243)
(1684416715.9833739, 0.0)
(1684416716.3138435, 0.14685960114002228)
(1684416716.644098, -0.017027199268341064)
(1684416716.9737966, 0.09364960342645645)
(1684416717.3035083, 0.014898800291121006)
(1684416717.633264, -0.06385199725627899)
(1684416717.9636757, -0.19155600666999817)
(1684416718.2935894, 0.043632201850414276)
(1684416718.6235473, -0.12131880223751068)
(1684416718.9536662, 0.0713014006614685)
(1684416719.2830138, -0.07449399679899216)
(1684416719.6137848, -0.056402601301670074)
(1684416719.9433208, -0.09897059947252274)
(1684416720.2740045, -0.09152120351791382)
(1684416720.6033046, -0.0063852001912891865)
(1684416720.9334402, -0.06917300075292587)
(1684416721.2633846, -0.103227399289608)
(1684416721.5936522, 0.012770400382578373)
(1684416721.9236023, 0.08939280360937119)
(1684416722.2537, -0.029797600582242012)
(1684416722.5835092, -0.02128399908542633)
(1684416722.9136353, 0.06278780102729797)
(1684416723.2434032, 0.038311198353767395)
(1684416723.573778, 0.050017401576042175)
(1684416723.9032927, 0.020219799131155014)
(1684416724.2335927, -0.026605000719428062)
(1684416724.5635452, 0.031925998628139496)
(1684416724.893853, 0.04043959826231003)
(1684416725.2236018, -0.014898800291121006)
(1684416725.553538, 0.020219799131155014)
(1684416725.8833315, 0.035118598490953445)
(1684416726.2137337, 0.01809139922261238)
(1684416726.5434752, -0.02128399908542633)
(1684416726.8733568, -0.038311198353767395)
(1684416727.2033138, -0.02128399908542633)
(1684416727.5333483, -0.015962999314069748)
(1684416727.8634124, 0.020219799131155014)
(1684416728.1937585, 0.0)
(1684416728.523605, 0.012770400382578373)
(1684416728.8534107, 0.015962999314069748)
(1684416729.1833835, 0.008513599634170532)
(1684416729.5135734, 0.007449400145560503)
(1684416729.8433566, 0.0)
(1684416730.1736069, 0.008513599634170532)
(1684416730.5036848, 0.01383460033684969)
(1684416730.8335345, 0.014898800291121006)
(1684416731.1639342, 0.0)
(1684416731.4942195, -0.01383460033684969)
(1684416731.823437, -0.008513599634170532)
(1684416732.1536667, -0.028733400627970695)
(1684416732.4833257, -0.04256799817085266)
(1684416732.8136911, -0.026605000719428062)
(1684416733.1434762, 0.0)
(1684416733.4737, -0.014898800291121006)
(1684416733.803327, -0.005320999771356583)
(1684416734.1333697, -0.012770400382578373)
(1684416734.4635637, 0.0)
(1684416734.7935705, 0.0)
(1684416735.1237926, 0.007449400145560503)
(1684416735.4537473, 0.0)
(1684416735.7833934, 0.0)
(1684416736.1136024, -0.0063852001912891865)
(1684416736.4438434, 0.0)
(1684416736.773782, 0.0)
(1684416737.1032982, 0.008513599634170532)
(1684416737.4333713, 0.0)
(1684416737.7634892, 0.0)
(1684416738.0938048, 0.0)
(1684416738.4234037, 0.005320999771356583)
(1684416738.7538357, -0.005320999771356583)
(1684416739.0836115, 0.0)
(1684416739.4137814, 0.0)
(1684416739.7437737, 0.0)
(1684416740.0735567, 0.0)
(1684416740.404012, 0.0)
(1684416740.7335598, 0.0)
(1684416741.3935652, 0.0)
(1684416741.7234757, 0.0)
(1684416742.0536938, -0.9194688200950623)
(1684416742.383316, -1.2121237516403198)
(1684416742.7135682, -1.1823261976242065)
(1684416743.0439973, -1.1652990579605103)
(1684416743.3736417, -0.7513251900672913)
(1684416743.7038805, -0.6023371815681458)
(1684416744.0333452, -0.6395841836929321)
(1684416744.3633173, -0.5916951894760132)
(1684416744.6935127, -0.6119149923324585)
(1684416745.0232866, -0.6331989765167236)
(1684416745.353259, -0.5980803966522217)
(1684416745.6833708, -0.5895668268203735)
(1684416746.0135217, -0.16282260417938232)
(1684416746.343435, -0.028733400627970695)
(1684416746.6737814, 0.05533840134739876)
(1684416747.0035286, -0.035118598490953445)
(1684416747.3333755, -0.04788900166749954)
(1684416747.6635761, -0.028733400627970695)
(1684416747.993483, 0.023412400856614113)
(1684416748.3236752, -0.02128399908542633)
(1684416748.6533086, 0.06598039716482162)
(1684416748.983414, -0.023412400856614113)
(1684416749.3132505, -0.041503798216581345)
(1684416749.6437118, -0.05533840134739876)
(1684416749.9737122, 0.015962999314069748)
(1684416750.3034995, -0.028733400627970695)
(1684416750.6337132, 0.04576060175895691)
(1684416750.9634802, -0.009577799588441849)
(1684416751.2934525, -0.009577799588441849)
(1684416751.623569, -0.06385199725627899)
(1684416751.9533217, 0.025540800765156746)
(1684416752.2830613, -0.02128399908542633)
(1684416752.6134498, 0.004256799817085266)
(1684416752.9434764, 0.0)
(1684416753.2735624, -0.014898800291121006)
(1684416753.6036465, -0.050017401576042175)
(1684416753.9334073, 0.025540800765156746)
(1684416754.2637062, -0.009577799588441849)
(1684416754.5938346, -0.008513599634170532)
(1684416754.9236836, 0.019155599176883698)
(1684416755.2544482, 0.014898800291121006)
(1684416755.5833242, -0.04256799817085266)
(1684416755.9135447, 0.0)
(1684416756.2432983, -0.015962999314069748)
(1684416756.5735576, -0.009577799588441849)
(1684416756.9033237, 0.03086180053651333)
(1684416757.2333386, 0.0)
(1684416757.5638542, -0.010641999542713165)
(1684416757.893408, -0.03299019858241081)
(1684416758.2236822, 0.008513599634170532)
(1684416758.553385, 0.004256799817085266)
(1684416758.883488, 0.025540800765156746)
