(-0.01739343518687555, 0.0)
(-0.017401876346917956, 0.0)
(-0.02350634008733296, 0.1670794039964676)
(-0.03444325665749847, -0.10216320306062698)
(-0.04749550171941459, 0.08620020002126694)
(-0.058805921457021786, 0.05533840134739876)
(-0.08849286982876674, -0.03618279844522476)
(-0.10019967576229455, 0.0840718001127243)
(-0.11328117335362252, 0.0)
(-0.14310170510945278, 0.14685960114002228)
(-0.1552577046804211, -0.017027199268341064)
(-0.1559263261180926, 0.09364960342645645)
(-0.177092152985112, 0.014898800291121006)
(-0.1969896194919243, -0.06385199725627899)
(-0.1655495139524749, -0.19155600666999817)
(-0.16087653912162853, 0.043632201850414276)
(-0.16178938434375367, -0.12131880223751068)
(-0.12893972151003147, 0.0713014006614685)
(-0.13747113067463831, -0.07449399679899216)
(-0.15993037974337165, -0.056402601301670074)
(-0.1261946591858076, -0.09897059947252274)
(-0.10244763276024622, -0.09152120351791382)
(-0.08382411283731722, -0.0063852001912891865)
(-0.07649406623681411, -0.06917300075292587)
(-0.03606753281126225, -0.103227399289608)
(-0.028841298994880738, 0.012770400382578373)
(-0.033109269996995594, 0.08939280360937119)
(-0.021234241921745087, -0.029797600582242012)
(5.616363572727233e-05, -0.02128399908542633)
(-0.00709236430754258, 0.06278780102729797)
(-0.006777553997762992, 0.038311198353767395)
(-0.02354578999109297, 0.050017401576042175)
(-0.031580612844968846, 0.020219799131155014)
(-0.01885898828553823, -0.026605000719428062)
(-0.004977198134035773, 0.031925998628139496)
(-0.010996044095503034, 0.04043959826231003)
(-0.012787218085025365, -0.014898800291121006)
(-0.017464136648050587, 0.020219799131155014)
(-0.02870110607486631, 0.035118598490953445)
(-0.03858686000801645, 0.01809139922261238)
(-0.04322880300691078, -0.02128399908542633)
(-0.03524394490961582, -0.038311198353767395)
(-0.02139190584966693, -0.02128399908542633)
(-0.019143330866953266, -0.015962999314069748)
(-0.02253254109191247, 0.020219799131155014)
(-0.026098497333635114, 0.0)
(-0.02747049659932227, 0.012770400382578373)
(-0.03153462101309231, 0.015962999314069748)
(-0.03319188800542887, 0.008513599634170532)
(-0.03642441319748322, 0.007449400145560503)
(-0.04015854603591426, 0.0)
(-0.04445632716717088, 0.008513599634170532)
(-0.05289550692895117, 0.01383460033684969)
(-0.06217945147691395, 0.014898800291121006)
(-0.06746649274399533, 0.0)
(-0.07167566439798155, -0.01383460033684969)
(-0.07151308659475636, -0.008513599634170532)
(-0.06384535699707107, -0.028733400627970695)
(-0.055835347266015946, -0.04256799817085266)
(-0.042285662778478804, -0.026605000719428062)
(-0.03634285537850394, 0.0)
(-0.03392399588918645, -0.014898800291121006)
(-0.03219117595852066, -0.005320999771356583)
(-0.031611989538754846, -0.012770400382578373)
(-0.031129486457489863, 0.0)
(-0.032239713476862775, 0.0)
(-0.033589172720146145, 0.007449400145560503)
(-0.03407064399133364, 0.0)
(-0.03653123184988399, 0.0)
(-0.03728893091730725, -0.0063852001912891865)
(-0.03867675890657696, 0.0)
(-0.038408276175664, 0.0)
(-0.04149003043673131, 0.008513599634170532)
(-0.043165852598051294, 0.0)
(-0.04278220818522378, 0.0)
(-0.04276661275514566, 0.0)
(-0.04501831100438006, 0.005320999771356583)
(-0.048345305153505075, -0.005320999771356583)
(-0.05007015705841439, 0.0)
(-0.052206008771793405, 0.0)
(-0.0545114836363123, 0.0)
(-0.0565687869940919, 0.0)
(-0.058809408063536885, 0.0)
(-0.05972850159911708, 0.0)
(0.10475148204747711, 0.0)
(0.10476138780840168, 0.0)
(0.1822891162356641, -0.9194688200950623)
(0.6403919409199592, -1.2121237516403198)
(1.214420129524686, -1.1823261976242065)
(1.42, -1.1652990579605103)
(1.42, -0.7513251900672913)
(1.42, -0.6023371815681458)
(1.42, -0.6395841836929321)
(1.42, -0.5916951894760132)
(1.42, -0.6119149923324585)
(1.42, -0.6331989765167236)
(-1.42, -0.5980803966522217)
(-1.42, -0.5895668268203735)
(-1.42, -0.16282260417938232)
(-1.42, -0.028733400627970695)
(-1.42, 0.05533840134739876)
(-1.42, -0.035118598490953445)
(-1.42, -0.04788900166749954)
(-1.42, -0.028733400627970695)
(-1.42, 0.023412400856614113)
(-1.42, -0.02128399908542633)
(-1.42, 0.06598039716482162)
(-1.42, -0.023412400856614113)
(-1.42, -0.041503798216581345)
(-1.42, -0.05533840134739876)
(-1.42, 0.015962999314069748)
(-1.42, -0.028733400627970695)
(-1.42, 0.04576060175895691)
(-1.42, -0.009577799588441849)
(-1.42, -0.009577799588441849)
(-1.42, -0.06385199725627899)
(-1.42, 0.025540800765156746)
(-1.42, -0.02128399908542633)
(-1.42, 0.004256799817085266)
(-1.42, 0.0)
(-1.42, -0.014898800291121006)
(-1.42, -0.050017401576042175)
(-1.42, 0.025540800765156746)
(-1.42, -0.009577799588441849)
(-1.42, -0.008513599634170532)
(-1.42, 0.019155599176883698)
(-1.42, 0.014898800291121006)
(-1.42, -0.04256799817085266)
(-1.42, 0.0)
(-1.42, -0.015962999314069748)
(-1.42, -0.009577799588441849)
(-1.42, 0.03086180053651333)
(-1.42, 0.0)
(-1.42, -0.010641999542713165)
(-1.42, -0.03299019858241081)
(-1.42, 0.008513599634170532)
(-1.42, 0.004256799817085266)
(-1.42, 0.025540800765156746)
