(1684669312.4323366, 0.0)
(1684669313.0921745, 0.022158281304299532)
(1684669313.7522004, 0.03600720711948673)
(1684669314.0822585, 0.039568359471963445)
(1684669314.412207, 0.04669066417691687)
(1684669314.7422092, 0.04985613293467394)
(1684669315.072148, 0.049460449339954304)
(1684669315.402281, 0.051043183718832846)
(1684669315.7322452, 0.047482031366356134)
(1684669316.062422, 0.04392087901387942)
(1684669316.3921719, 0.040359726661402716)
(1684669317.0519187, 0.040359726661402716)
(1684669317.3822026, 0.039568359471963445)
(1684669317.7118766, 0.04669066417691686)
(1684669318.0422678, 0.04866908215051504)
(1684669318.3722389, 0.04075541025612235)
(1684669318.70227, 0.03917267587724381)
(1684669319.3619723, 0.039568359471963445)
(1684669319.6921778, 0.03838130868780454)
(1684669320.022255, 0.046294980582197234)
(1684669320.352182, 0.04906476574523467)
(1684669320.6823165, 0.049460449339954304)
(1684669321.012132, 0.03996404306668308)
(1684669321.6722836, 0.03996404306668308)
(1684669322.0022874, 0.03917267587724381)
(1684669322.3323364, 0.04669066417691686)
(1684669322.6620176, 0.050251816529393575)
(1684669322.9924386, 0.04866908215051504)
(1684669323.3222861, 0.039568359471963445)
(1684669323.982347, 0.03798562509308491)
(1684669324.3121572, 0.038776992282524174)
(1684669324.6423407, 0.04550361339275796)
(1684669324.9723723, 0.049460449339954304)
(1684669325.302481, 0.04866908215051504)
(1684669325.632567, 0.04194246104028125)
(1684669326.2924368, 0.039568359471963445)
(1684669326.6218529, 0.038776992282524174)
(1684669326.952443, 0.0458992969874776)
(1684669327.282344, 0.048273398555795405)
(1684669327.6124294, 0.049460449339954304)
(1684669327.942145, 0.04115109385084199)
(1684669328.6024423, 0.03877699228252418)
(1684669328.9324162, 0.039568359471963445)
(1684669329.262543, 0.04787771496107577)
(1684669329.5923789, 0.05064750012411321)
(1684669329.9223838, 0.04787771496107577)
(1684669330.2525005, 0.04352519541915979)
(1684669330.9124906, 0.03917267587724381)
(1684669331.2424228, 0.03877699228252418)
(1684669331.5724459, 0.08982017600135703)
(1684669331.9022427, 0.09258996116439447)
(1684669332.2324233, 0.08665470724359994)
(1684669332.5624976, 0.08942449240663738)
(1684669333.222437, 0.08784175802775884)
(1684669333.5524228, 0.09061154319079628)
(1684669333.8822796, 0.09931658227462825)
(1684669334.2124655, 0.09812953149046935)
(1684669334.5423875, 0.09733816430103008)
(1684669334.8724203, 0.10169068384294605)
(1684669335.2024107, 0.09812953149046935)
(1684669335.5325534, 0.10010794946406752)
(1684669335.8624296, 0.09931658227462825)
(1684669336.1924427, 0.10010794946406752)
(1684669336.5221462, 0.09812953149046935)
(1684669336.8523846, 0.10248205103238534)
(1684669337.1823328, 0.09892089867990861)
(1684669337.5124316, 0.09931658227462825)
(1684669337.8424346, 0.10208636743766569)
(1684669338.1724129, 0.09812953149046935)
(1684669338.5025244, 0.09733816430103008)
(1684669338.832323, 0.09812953149046935)
(1684669339.16242, 0.10010794946406751)
(1684669339.492407, 0.09812953149046935)
(1684669339.8226693, 0.10050363305878715)
(1684669340.152416, 0.09535974632743191)
(1684669340.8123875, 0.08902880881191774)
(1684669341.142126, 0.08982017600135703)
(1684669341.4724057, 0.09733816430103008)
(1684669341.8023431, 0.10010794946406752)
(1684669342.1324568, 0.09892089867990861)
(1684669342.462484, 0.10169068384294605)
(1684669342.7924547, 0.09615111351687117)
(1684669343.1224115, 0.09773384789574971)
(1684669343.4525876, 0.10169068384294605)
(1684669343.7824004, 0.09852521508518898)
(1684669344.1124616, 0.10129500024822642)
(1684669344.4424193, 0.09931658227462825)
(1684669344.7722912, 0.09852521508518898)
(1684669345.1024911, 0.09852521508518898)
(1684669345.4324825, 0.10050363305878715)
(1684669345.7625365, 0.09654679711159081)
(1684669346.0924613, 0.10010794946406751)
(1684669346.4221597, 0.0997122658693479)
(1684669346.752751, 0.09812953149046935)
(1684669347.082414, 0.09615111351687117)
(1684669347.412247, 0.09852521508518898)
(1684669347.7424257, 0.09338132835383373)
(1684669348.0723898, 0.08744607443303921)
(1684669348.7324226, 0.08705039083831959)
(1684669349.0624452, 0.08942449240663738)
(1684669349.3924565, 0.09773384789574971)
(1684669349.7221434, 0.09812953149046935)
(1684669350.0523798, 0.10208636743766569)
(1684669350.3825488, 0.09931658227462825)
(1684669350.7122269, 0.10208636743766569)
(1684669351.0423882, 0.09694248070631044)
(1684669351.372417, 0.09575542992215154)
(1684669351.7021372, 0.10050363305878715)
(1684669352.0325272, 0.09892089867990861)
(1684669352.3624449, 0.09892089867990861)
(1684669352.6924498, 0.10050363305878715)
(1684669353.0223475, 0.09892089867990861)
(1684669353.3524005, 0.09971226586934788)
(1684669353.6823905, 0.09733816430103007)
(1684669354.0124485, 0.1008993166535068)
(1684669354.342557, 0.09852521508518898)
(1684669354.6723714, 0.1008993166535068)
(1684669355.0023432, 0.10129500024822642)
(1684669355.3324227, 0.09812953149046935)
(1684669355.6622932, 0.08863312521719813)
(1684669356.3223486, 0.08863312521719813)
(1684669356.6523392, 0.08744607443303921)
(1684669356.9823823, 0.09812953149046935)
(1684669357.312348, 0.09931658227462825)
(1684669357.6423116, 0.09733816430103007)
(1684669357.9721913, 0.09852521508518898)
(1684669358.302161, 0.09931658227462825)
(1684669358.6323667, 0.09773384789574971)
(1684669358.9624062, 0.10010794946406752)
(1684669359.2923987, 0.10287773462710496)
(1684669359.6225097, 0.09535974632743191)
(1684669359.9527035, 0.09733816430103007)
(1684669360.2823713, 0.10050363305878715)
(1684669360.612412, 0.09773384789574971)
(1684669360.9424138, 0.09931658227462825)
(1684669361.2723947, 0.10208636743766569)
(1684669361.6022806, 0.09694248070631045)
(1684669361.9324474, 0.09812953149046935)
(1684669362.2623513, 0.09892089867990861)
(1684669362.5925004, 0.09852521508518898)
(1684669362.92204, 0.10050363305878715)
(1684669363.252207, 0.09417269554327301)
(1684669363.5823467, 0.08863312521719811)
(1684669364.2425852, 0.08784175802775884)
(1684669364.572407, 0.08744607443303923)
(1684669364.902162, 0.09733816430103007)
(1684669365.232548, 0.10050363305878715)
(1684669365.5623593, 0.10010794946406751)
(1684669365.8924217, 0.10010794946406751)
(1684669366.2221096, 0.09773384789574971)
(1684669366.5522146, 0.09852521508518898)
(1684669366.8823671, 0.09812953149046935)
(1684669367.2120242, 0.09892089867990861)
(1684669367.542377, 0.1008993166535068)
(1684669367.8724349, 0.10169068384294605)
(1684669368.2023582, 0.09892089867990861)
(1684669368.5323715, 0.10129500024822642)
(1684669368.8621988, 0.0997122658693479)
(1684669369.1922596, 0.09892089867990861)
(1684669369.5222826, 0.1008993166535068)
(1684669369.8522496, 0.10169068384294605)
(1684669370.1823318, 0.09694248070631045)
(1684669370.5123928, 0.09694248070631045)
(1684669370.8424242, 0.10010794946406752)
(1684669371.172403, 0.09219427756967483)
(1684669371.5021636, 0.08784175802775884)
(1684669372.1623063, 0.08705039083831959)
(1684669372.4923842, 0.08902880881191776)
(1684669372.8224123, 0.09021585959607666)
(1684669373.152297, 0.08902880881191776)
(1684669373.4824016, 0.08982017600135703)
(1684669373.81241, 0.08071945332280543)
(1684669374.1424878, 0.08111513691752506)
(1684669374.4723344, 0.07874103534920726)
(1684669374.8023424, 0.07913671894392689)
(1684669375.1323636, 0.07715830097032872)
(1684669375.4621072, 0.07241009783369311)
(1684669375.792412, 0.06924462907593604)
(1684669376.1220372, 0.06568347672345932)
(1684669376.4524713, 0.0700359962653753)
(1684669376.78233, 0.06964031267065567)
(1684669377.1123416, 0.06212232437098261)
(1684669377.442316, 0.058165488423786264)
(1684669377.7721353, 0.058165488423786264)
(1684669378.10237, 0.05935253920794517)
(1684669378.4325054, 0.0585611720185059)
(1684669378.7623525, 0.06133095718154334)
(1684669379.0924246, 0.0597482228026648)
(1684669379.4220517, 0.051043183718832846)
(1684669379.7524729, 0.049064765745234676)
(1684669380.0822334, 0.049460449339954304)
(1684669380.412382, 0.04985613293467395)
(1684669380.7423813, 0.050251816529393575)
(1684669381.0721319, 0.049064765745234676)
(1684669381.402412, 0.049460449339954304)
(1684669381.7323895, 0.040359726661402716)
(1684669382.3924131, 0.03838130868780454)
(1684669382.7223406, 0.03877699228252418)
(1684669383.0524101, 0.0458992969874776)
(1684669383.3824432, 0.04866908215051504)
(1684669383.7123966, 0.04985613293467395)
(1684669384.0423112, 0.04115109385084198)
(1684669384.7022765, 0.039568359471963445)
(1684669385.032414, 0.039568359471963445)
(1684669385.3622224, 0.04669066417691686)
(1684669385.69245, 0.04985613293467394)
(1684669386.0221975, 0.04866908215051503)
(1684669386.3523939, 0.04154677744556162)
(1684669387.0122187, 0.03798562509308491)
(1684669387.342299, 0.039568359471963445)
(1684669387.6723402, 0.03877699228252418)
(1684669388.0024257, 0.03798562509308491)
(1684669388.3324172, 0.03917267587724381)
(1684669388.6623702, 0.03917267587724381)
