(2.872868014108758, 0.0)
(2.872868014108758, 0.0)
(2.872868014108758, 0.16341732461920905)
(2.872868014108758, 0.2101079887961259)
(2.8645159706810985, 0.21089935598556517)
(2.8057264874727523, 0.20694252003836883)
(2.729444430279208, 0.2077338872278081)
(2.668130892464439, 0.21169072317500442)
(2.596440520356201, 0.20654683644364918)
(2.535106824584945, 0.20971230520140627)
(2.461935766244044, 0.21050367239084555)
(2.3859974025807946, 0.20496410206477064)
(2.3235152468427973, 0.20812957082252773)
(2.254639936153559, 0.20812957082252773)
(2.1783294966189644, 0.19902884814397614)
(2.1158508455492973, 0.20654683644364918)
(2.045623373997045, 0.21050367239084555)
(1.9836774923703717, 0.2021943169017332)
(1.9087619949012289, 0.2057554692542099)
(1.8489067060112476, 0.20456841847005103)
(1.7780971773755514, 0.19071949265486382)
(1.7039044075041145, 0.1847842387340693)
(1.6469494303838221, 0.17607919965023733)
(1.581742491168891, 0.1539209183459378)
(1.524601554348057, 0.15550365272481634)
(1.4678119089588988, 0.14046767612547023)
(1.410627028713101, 0.13492810579939535)
(1.3661815370980366, 0.11870507841589034)
(1.3189785954074538, 0.1171223440370118)
(1.2734295385235386, 0.1135611916845351)
(1.23691520268385, 0.10129500024822642)
(1.19718573591373, 0.10169068384294605)
(1.162699981136498, 0.09377701194855337)
(1.1288839808375917, 0.08982017600135703)
(1.092502142980483, 0.08111513691752506)
(1.0670596775725936, 0.07913671894392689)
(1.0362962122556472, 0.0724100978336931)
(1.0129181495698931, 0.0700359962653753)
(0.9839767136579053, 0.06172664077626297)
(0.9633616915134247, 0.05776980482906663)
(0.9398948427225154, 0.0585611720185059)
(0.9174503942663165, 0.05341728528715065)
(0.899610559394772, 0.049460449339954304)
(0.8801774895117939, 0.048273398555795405)
(0.8621765174690545, 0.0470863477716365)
(0.8477843683194224, 0.04312951182444016)
(0.8312382186316378, 0.03996404306668308)
(0.8165884372429536, 0.04075541025612235)
(0.8018377841913208, 0.03917267587724381)
(0.7897951042169667, 0.03007195319869222)
(0.7756285423257939, 0.029676269603972585)
(0.7628802807045927, 0.02848921881981368)
(0.7539776131948321, 0.028884902414533314)
(0.7431797285691322, 0.028884902414533314)
(0.7331175654575118, 0.02928058600925295)
(0.7241947447399308, 0.021762597709579896)
(0.7134038475146237, 0.019784179735981726)
(0.7048625600175699, 0.019784179735981722)
(0.6979884504869316, 0.019784179735981726)
(0.6922252926768088, 0.018992812546542455)
(0.6849685736799186, 0.020575546925420993)
(0.6778371479271645, 0.018992812546542455)
(0.6721210931929126, 0.019784179735981722)
(0.6655192801498496, 0.011870507841589033)
(0.6586892007291943, 0.009100722678551592)
(0.6531490458644597, 0.009496406273271227)
(0.6500878597802906, 0.009892089867990863)
(0.6473554787878832, 0.009100722678551592)
(0.6439906069012132, 0.008309355489112324)
(0.6406257420897954, 0.008309355489112324)
(0.6379691451236139, 0.009100722678551592)
(0.6349583153767481, 0.008705039083831958)
(0.6319474771557009, 0.009100722678551592)
(0.6286077250765599, 0.009892089867990861)
(0.6254197382280452, 0.009496406273271227)
(0.6225859278806978, 0.009496406273271227)
(0.6189425251389997, 0.008309355489112324)
(0.6159062966168154, 0.009100722678551592)
(0.6126170323523041, 0.010287773462710497)
(0.6091506809049708, 0.008705039083831958)
(0.6061904229698761, 0.007913671894392689)
(0.6026482807437276, 0.0019784179735981722)
(0.5998904874433793, 0.0)
(0.5970315094425492, 0.0)
(0.5968291045567404, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
(0.5968038039404204, 0.0)
